2020-03-16 08:10:00,24
2020-03-16 08:12:00,23
2020-03-16 08:14:00,23
2020-03-16 08:16:00,23
2020-03-16 08:18:00,23
2020-03-16 08:20:00,23
2020-03-16 08:22:00,23
2020-03-16 08:24:00,23
2020-03-16 08:26:00,23
2020-03-16 08:28:00,23
2020-03-16 08:30:00,23
2020-03-16 08:32:00,23
2020-03-16 08:34:00,23
2020-03-16 08:36:00,23
2020-03-16 08:38:00,23
2020-03-16 08:40:00,23
2020-03-16 08:42:00,23
2020-03-16 08:44:00,23
2020-03-16 08:46:00,23
2020-03-16 08:48:00,23
2020-03-16 08:50:00,23
2020-03-16 08:52:00,24
2020-03-16 08:54:00,24
2020-03-16 08:56:00,24
2020-03-16 08:58:00,24
2020-03-16 09:00:00,24
2020-03-16 09:02:00,24
2020-03-16 09:04:00,24
2020-03-16 09:06:00,25
2020-03-16 09:08:00,25
2020-03-16 09:10:00,24
2020-03-16 09:12:00,23
2020-03-16 09:14:00,23
2020-03-16 09:16:00,23
2020-03-16 09:18:00,23
2020-03-16 09:20:00,23
2020-03-16 09:22:00,26
2020-03-16 09:24:00,25
2020-03-16 09:26:00,25
2020-03-16 09:28:00,25
2020-03-16 09:30:00,26
2020-03-16 09:32:00,26
2020-03-16 09:34:00,26
2020-03-16 09:36:00,26
2020-03-16 09:38:00,25
2020-03-16 09:40:00,25
2020-03-16 09:42:00,25
2020-03-16 09:44:00,26
2020-03-16 09:46:00,26
2020-03-16 09:48:00,25
2020-03-16 09:50:00,25
2020-03-16 09:52:00,25
2020-03-16 09:54:00,25
2020-03-16 09:56:00,25
2020-03-16 09:58:00,25
2020-03-16 10:00:00,24
2020-03-16 10:02:00,24
2020-03-16 10:04:00,24
2020-03-16 10:06:00,24
2020-03-16 10:08:00,24
2020-03-16 10:10:00,24
2020-03-16 10:12:00,24
2020-03-16 10:14:00,24
2020-03-16 10:16:00,24
2020-03-16 10:18:00,25
2020-03-16 10:20:00,24
2020-03-16 10:22:00,25
2020-03-16 10:24:00,24
2020-03-16 10:26:00,25
2020-03-16 10:28:00,25
2020-03-16 10:30:00,24
2020-03-16 10:32:00,24
2020-03-16 10:34:00,24
2020-03-16 10:36:00,25
2020-03-16 10:38:00,25
2020-03-16 10:40:00,25
2020-03-16 10:42:00,25
2020-03-16 10:44:00,25
2020-03-16 10:46:00,25
2020-03-16 10:48:00,26
2020-03-16 10:50:00,25
2020-03-16 10:52:00,25
2020-03-16 10:54:00,25
2020-03-16 10:56:00,26
2020-03-16 10:58:00,26
2020-03-16 11:00:00,26
2020-03-16 11:02:00,26
2020-03-16 11:04:00,26
2020-03-16 11:06:00,26
2020-03-16 11:08:00,26
2020-03-16 11:10:00,26
2020-03-16 11:12:00,26
2020-03-16 11:14:00,26
2020-03-16 11:16:00,26
2020-03-16 11:18:00,26
2020-03-16 11:20:00,26
2020-03-16 11:22:00,27
2020-03-16 11:24:00,27
2020-03-16 11:26:00,28
2020-03-16 11:28:00,30
2020-03-16 11:30:00,30
2020-03-16 11:32:00,30
2020-03-16 11:34:00,30
2020-03-16 11:36:00,31
2020-03-16 11:38:00,31
2020-03-16 11:40:00,30
2020-03-16 11:42:00,30
2020-03-16 11:44:00,30
2020-03-16 11:46:00,30
2020-03-16 11:48:00,30
2020-03-16 11:50:00,31
2020-03-16 11:52:00,31
2020-03-16 11:54:00,31
2020-03-16 11:56:00,31
2020-03-16 11:58:00,30
2020-03-16 12:00:00,31
2020-03-16 12:02:00,31
2020-03-16 12:04:00,32
2020-03-16 12:06:00,34
2020-03-16 12:08:00,33
2020-03-16 12:10:00,34
2020-03-16 12:12:00,34
2020-03-16 12:14:00,35
2020-03-16 12:16:00,35
2020-03-16 12:18:00,36
2020-03-16 12:20:00,36
2020-03-16 12:22:00,33
2020-03-16 12:24:00,34
2020-03-16 12:26:00,33
2020-03-16 12:28:00,34
2020-03-16 12:30:00,35
2020-03-16 12:32:00,35
2020-03-16 12:34:00,35
2020-03-16 12:36:00,36
2020-03-16 12:38:00,35
2020-03-16 12:40:00,35
2020-03-16 12:42:00,35
2020-03-16 12:44:00,34
2020-03-16 12:46:00,33
2020-03-16 12:48:00,34
2020-03-16 12:50:00,33
2020-03-16 12:52:00,34
2020-03-16 12:54:00,34
2020-03-16 12:56:00,34
2020-03-16 12:58:00,35
2020-03-16 13:00:00,34
2020-03-16 13:02:00,35
2020-03-16 13:04:00,35
2020-03-16 13:06:00,34
2020-03-16 13:08:00,35
2020-03-16 13:10:00,35
2020-03-16 13:12:00,36
2020-03-16 13:14:00,35
2020-03-16 13:16:00,36
2020-03-16 13:18:00,36
2020-03-16 13:20:00,36
2020-03-16 13:22:00,37
2020-03-16 13:24:00,38
2020-03-16 13:26:00,37
2020-03-16 13:28:00,38
2020-03-16 13:30:00,37
2020-03-16 13:32:00,37
2020-03-16 13:34:00,37
2020-03-16 13:36:00,37
2020-03-16 13:38:00,37
2020-03-16 13:40:00,37
2020-03-16 13:42:00,36
2020-03-16 13:44:00,37
2020-03-16 13:46:00,36
2020-03-16 13:48:00,37
2020-03-16 13:50:00,37
2020-03-16 13:52:00,37
2020-03-16 13:54:00,37
2020-03-16 13:56:00,36
2020-03-16 13:58:00,36
2020-03-16 14:00:00,38
2020-03-16 14:02:00,39
2020-03-16 14:04:00,38
2020-03-16 14:06:00,36
2020-03-16 14:08:00,36
2020-03-16 14:10:00,36
2020-03-16 14:12:00,35
2020-03-16 14:14:00,36
2020-03-16 14:16:00,36
2020-03-16 14:18:00,35
2020-03-16 14:20:00,36
2020-03-16 14:22:00,37
2020-03-16 14:24:00,36
2020-03-16 14:26:00,36
2020-03-16 14:28:00,37
2020-03-16 14:30:00,37
2020-03-16 14:32:00,36
2020-03-16 14:34:00,36
2020-03-16 14:36:00,36
2020-03-16 14:38:00,36
2020-03-16 14:40:00,36
2020-03-16 14:42:00,36
2020-03-16 14:44:00,36
2020-03-16 14:46:00,36
2020-03-16 14:48:00,35
2020-03-16 14:50:00,34
2020-03-16 14:52:00,33
2020-03-16 14:54:00,33
2020-03-16 14:56:00,32
2020-03-16 14:58:00,32
2020-03-16 15:00:00,32
2020-03-16 15:02:00,31
2020-03-16 15:04:00,31
2020-03-16 15:06:00,31
2020-03-16 15:08:00,31
2020-03-16 15:10:00,34
2020-03-16 15:12:00,31
2020-03-16 15:14:00,31
2020-03-16 15:16:00,30
2020-03-16 15:18:00,30
2020-03-16 15:20:00,31
2020-03-16 15:22:00,30
2020-03-16 15:24:00,29
2020-03-16 15:26:00,28
2020-03-16 15:28:00,28
2020-03-16 15:30:00,29
2020-03-16 15:32:00,29
2020-03-16 15:34:00,28
2020-03-16 15:36:00,29
2020-03-16 15:38:00,28
2020-03-16 15:40:00,28
2020-03-16 15:42:00,26
2020-03-16 15:44:00,26
2020-03-16 15:46:00,26
2020-03-16 15:48:00,26
2020-03-16 15:50:00,26
2020-03-16 15:52:00,25
2020-03-16 15:54:00,24
2020-03-16 15:56:00,24
2020-03-16 15:58:00,24
2020-03-16 16:00:00,24
2020-03-16 16:02:00,23
2020-03-16 16:04:00,22
2020-03-16 16:06:00,22
2020-03-16 16:08:00,22
2020-03-16 16:10:00,21
2020-03-16 16:12:00,21
2020-03-16 16:14:00,20
2020-03-16 16:16:00,19
2020-03-16 16:18:00,20
2020-03-16 16:20:00,19
2020-03-16 16:22:00,19
2020-03-16 16:24:00,19
2020-03-16 16:26:00,19
2020-03-16 16:28:00,19
2020-03-16 16:30:00,19
2020-03-16 16:32:00,19
2020-03-16 16:34:00,19
2020-03-16 16:36:00,18
2020-03-16 16:38:00,18
2020-03-16 16:40:00,18
2020-03-16 16:42:00,17
2020-03-16 16:44:00,17
2020-03-16 16:46:00,16
2020-03-16 16:48:00,16
2020-03-16 16:50:00,16
2020-03-16 16:52:00,16
2020-03-16 16:54:00,16
2020-03-16 16:56:00,15
2020-03-16 16:58:00,15
2020-03-16 17:00:00,14
2020-03-16 17:02:00,14
2020-03-16 17:04:00,14
2020-03-16 17:06:00,15
2020-03-16 17:08:00,16
2020-03-16 17:10:00,16
2020-03-16 17:12:00,14
2020-03-16 17:14:00,13
2020-03-16 17:16:00,13
2020-03-16 17:18:00,16
2020-03-16 17:20:00,20
2020-03-16 17:22:00,19
2020-03-16 17:24:00,15
2020-03-16 17:26:00,18
2020-03-16 17:28:00,16
2020-03-16 17:30:00,15
2020-03-16 17:32:00,15
2020-03-16 17:34:00,14
2020-03-16 17:36:00,14
2020-03-16 17:38:00,16
2020-03-16 17:40:00,19
2020-03-16 17:42:00,18
2020-03-16 17:44:00,17
2020-03-16 17:46:00,13
2020-03-16 17:48:00,12
2020-03-16 17:50:00,13
2020-03-16 17:52:00,12
2020-03-16 17:54:00,12
2020-03-16 17:56:00,12
2020-03-16 17:58:00,12
2020-03-16 18:00:00,15
2020-03-16 18:02:00,16
2020-03-16 18:04:00,16
2020-03-16 18:06:00,27
2020-03-16 18:08:00,22
2020-03-16 18:10:00,20
2020-03-16 18:12:00,22
